100 2024
13 64 1479
13 68 9806
13 71 2536
13 75 3093
13 79 4545
13 83 2261
13 85 9712
13 89 7574
13 91 7728
13 93 4306
13 96 2412
13 99 6108
14 15 6061
14 17 270
14 21 716
14 25 3819
14 27 732
14 31 5804
14 34 2847
14 35 1055
14 38 2580
14 41 1248
14 44 203
14 45 4332
14 47 7823
14 48 8136
14 50 4491
14 53 5793
14 56 5096
14 59 6495
14 63 4198
14 64 4345
14 65 276
14 66 4536
14 68 9033
14 70 6853
14 74 1596
14 78 6595
14 80 5965
14 82 9715
14 85 2255
14 88 360
14 89 4785
14 90 9988
14 91 8555
14 93 2032
14 97 3134
15 16 373
15 17 2864
15 21 2870
15 25 6837
15 27 6200
15 31 514
15 33 218
15 35 6411
15 39 6604
15 40 6826
15 43 1750
15 46 9455
15 47 7831
15 48 4558
15 50 3453
15 53 8929
15 54 7439
15 55 5072
15 59 6380
15 63 6370
15 66 3031
15 69 4416
15 73 6052
15 76 2224
15 79 5831
15 80 2309
15 84 6999
15 88 2008
15 89 6112
15 90 7382
15 94 595
15 97 6080
15 98 795
16 17 4681
16 19 5750
16 21 8797
16 22 4272
16 26 1072
16 29 378
16 32 5669
16 33 2332
16 34 2832
16 36 6080
16 40 6851
16 44 1392
16 48 4447
16 51 6882
16 54 6359
16 58 4369
16 61 7542
16 64 8428
16 66 1591
16 69 5889
16 71 5713
16 74 2297
16 75 1519
16 79 9346
16 81 297
16 82 9177
16 85 3956
16 86 7719
16 89 5247
16 93 1621
16 94 4968
16 95 8984
16 96 2447
16 99 1538
16 100 6450
17 18 3039
17 20 2736
17 23 3531
17 25 6302
17 29 8592
17 31 992
17 35 6437
17 39 7380
17 42 6042
17 44 1446
17 46 6923
17 47 9990
17 49 7965
17 50 9656
17 52 2813
17 53 9620
17 56 4607
17 59 3877
17 60 2949
17 62 3704
17 66 9468
17 69 1999
17 73 5982
17 76 2750
17 79 4696
17 82 6024
17 84 3300
17 86 3863
17 90 4790
17 93 7106
17 95 5963
17 96 6145
17 97 5419
17 98 7749
18 19 2891
18 23 6246
18 25 2487
18 26 953
18 30 315
18 32 3183
18 34 4236
18 36 9320
18 39 7911
18 41 8787
18 45 3040
18 49 6642
18 52 8956
18 54 8615
18 56 9146
18 60 2729
18 64 4155
18 66 7085
18 67 6262
18 68 7801
18 72 8078
18 75 4278
18 77 2880
18 78 6188
18 81 3118
18 83 9830
18 85 3557
18 88 7852
18 92 5596
18 94 3226
18 96 2817
18 98 5821
19 20 7619
19 22 6304
19 23 7282
19 27 6796
19 31 1426
19 32 7661
19 34 1009
19 38 5084
19 41 1514
19 42 6624
19 44 7724
19 47 3922
19 50 7280
19 53 7104
19 54 9440
19 55 9760
19 57 5818
19 60 7278
19 63 155
19 65 4798
19 69 1486
19 71 5873
19 74 8998
19 78 2961
19 81 8561
19 85 1920
19 89 4046
19 90 2294
19 91 2975
19 93 7761
19 95 8662
19 99 9460
20 21 9923
20 22 269
20 23 7150
20 26 7996
20 30 3864
20 31 7470
20 32 3868
20 34 9711
20 38 6353
20 41 1403
20 43 7459
20 44 8062
20 46 5786
20 49 9187
20 52 6034
20 54 1617
20 58 8075
20 59 8724
20 63 6939
20 67 6551
20 70 9632
20 74 10003
20 77 7141
20 79 2267
20 80 7684
20 81 6582
20 83 3705
20 87 8267
20 89 3158
20 91 276
20 94 8791
20 98 4191
20 99 117
21 22 4781
21 25 2325
21 28 4197
21 32 4395
21 36 1795
21 39 253
21 40 7720
21 44 421
21 45 9417
21 47 5284
21 51 6307
21 52 1477
21 55 324
21 58 1166
21 60 9824
21 62 3767
21 66 4677
21 70 8626
21 71 4387
21 75 9412
21 76 7247
21 80 9285
21 82 3939
21 84 1958
21 88 6523
21 90 1027
21 91 2022
21 94 2103
21 95 9109
21 96 3198
21 100 890
22 23 6227
22 25 9396
22 26 7131
22 28 564
22 30 2655
22 32 8898
22 35 1819
22 39 7984
22 40 6179
22 42 1006
22 43 27
22 46 2399
22 47 1712
22 51 1737
22 52 3131
22 55 8213
22 57 7236
22 61 6902
22 63 7730
22 64 7248
22 68 7967
22 69 8662
22 70 5320
22 72 9901
22 75 3843
22 77 1395
22 78 273
22 80 2338
22 84 4345
22 86 3232
22 89 9392
22 90 9524
22 94 5392
22 95 7333
22 96 230
22 100 9844
23 24 7064
23 26 672
23 30 1491
23 31 222
23 32 1466
23 36 5542
23 38 8101
23 41 6413
23 42 8292
23 43 6260
23 47 3781
23 50 651
23 54 8548
23 57 8633
23 58 8903
23 62 9664
23 64 3321
23 67 1041
23 70 895
23 72 6484
23 73 5570
23 74 3142
23 76 9891
23 79 8807
23 81 1891
23 83 2205
23 86 3540
23 89 1182
23 92 7178
23 94 7203
23 98 4630
23 100 8385
24 25 3541
24 27 9101
24 30 7027
24 34 9487
24 38 300
24 39 8958
24 41 8523
24 45 1063
24 46 5521
24 50 2423
24 54 8814
24 58 7487
24 61 9758
24 62 8410
24 65 4247
24 68 8676
24 71 8912
24 75 4913
24 77 6051
24 81 1226
24 83 9720
24 86 9231
24 88 638
24 90 1346
24 92 9901
24 96 1557
24 98 3711
25 26 1045
25 30 6424
25 32 4194
25 34 2588
25 36 7500
25 39 6985
25 43 129
25 47 5855
25 49 5725
25 51 7876
25 55 6507
25 56 1589
25 60 1010
25 61 7959
25 63 2894
25 65 4301
25 67 1477
25 71 9732
25 74 437
25 77 8528
25 81 6510
25 85 3039
25 87 4887
25 89 4331
25 93 807
25 95 1907
25 97 3410
25 100 1505
26 27 7675
26 31 9676
26 35 1121
26 39 846
26 40 7391
26 41 4607
26 44 5587
26 46 8454
26 50 4986
26 51 5073
26 55 374
26 58 6823
26 62 4300
26 63 4833
26 64 1267
26 66 4819
26 67 2141
26 70 2201
26 71 1162
26 73 8549
26 74 6314
26 78 9071
26 82 2629
26 83 336
26 85 9005
26 89 178
26 91 1151
26 95 3249
26 97 4773
26 99 9499
27 28 3463
27 29 1320
27 32 5151
27 36 1555
27 37 2905
27 40 1205
27 42 5950
27 45 1105
27 48 7787
27 52 8884
27 55 3188
27 56 5212
27 58 8753
27 59 2479
27 60 5586
27 61 9551
27 65 2634
27 67 4638
27 71 4377
27 75 436
27 76 8986
27 80 2838
27 84 8255
27 87 9854
27 88 8074
27 89 5524
27 90 4138
27 93 8290
27 95 1887
27 96 6402
27 100 9085
28 29 6507
28 31 3162
28 35 5842
28 37 27
28 38 7511
28 39 7905
28 43 288
28 46 3334
28 47 4891
28 51 5217
28 53 5360
28 55 3841
28 57 8583
28 60 7110
28 64 9539
28 66 3628
28 67 4252
28 68 6233
28 69 7018
28 72 6357
28 76 1611
28 77 3920
28 79 3111
28 80 4730
28 82 5000
28 85 4755
28 89 5640
28 92 6701
28 95 662
28 97 5546
29 30 6343
29 31 8936
29 33 2301
29 37 7026
29 40 7767
29 43 6538
29 44 335
29 45 3967
29 47 4050
29 51 1435
29 52 4982
29 53 5748
29 55 7476
29 59 1184
29 60 2597
29 61 1028
29 65 2242
29 68 2225
29 70 1471
29 73 6552
29 74 8973
29 76 1305
29 79 6238
29 82 2740
29 85 6659
29 87 2028
29 91 3055
29 94 8601
29 96 2915
29 100 1358
30 31 2853
30 32 7142
30 34 8687
30 37 2327
30 38 4957
30 41 2085
30 42 4660
30 44 9575
30 45 1352
30 48 7524
30 50 9180
30 53 2342
30 55 3665
30 57 9103
30 60 3418
30 64 8430
30 66 9184
30 69 4055
30 72 1277
30 73 4367
30 74 7951
30 78 6501
30 80 6181
30 84 3495
30 88 8378
30 90 4586
30 91 3260
30 94 6131
30 98 560
30 99 9843
30 100 8385
31 32 9290
31 36 182
31 40 1778
31 43 2417
31 44 4031
31 47 8936
31 51 2965
31 55 2947
31 58 1691
31 62 168
31 66 1572
31 69 9542
31 71 6690
31 73 5627
31 77 6770
31 80 1143
31 84 4270
31 85 5743
31 89 5475
31 92 8532
31 93 4866
31 96 6376
31 98 5274
31 100 6980
32 33 3337
32 36 9580
32 37 6913
32 38 8950
32 40 1914
32 44 6474
32 48 7630
32 52 7435
32 56 1632
32 57 4287
32 59 4028
32 61 2951
32 62 2976
32 64 5766
32 65 1340
32 66 7904
32 70 2583
32 73 5924
32 76 9296
32 78 5788
32 79 8493
32 80 2584
32 83 2569
32 85 4362
32 89 9535
32 93 7646
32 95 4157
32 99 5146
33 34 2613
33 37 1720
33 41 9995
33 44 1320
33 45 3446
33 48 8411
33 49 1160
33 51 289
33 52 9151
33 53 8467
33 56 2878
33 60 2258
33 64 4167
33 67 8665
33 70 6838
33 72 1794
33 75 7412
33 76 6094
33 78 9475
33 79 6322
33 83 996
33 87 2000
33 90 1622
33 91 8147
33 95 5149
33 96 2478
33 98 5780
34 35 3130
34 37 978
34 39 960
34 42 1944
34 43 9957
34 46 2605
34 49 3101
34 53 3451
34 55 1339
34 57 6846
34 60 9293
34 63 5615
34 66 5578
34 69 6744
34 72 1480
34 75 9129
34 76 5161
34 78 6391
34 82 613
34 84 8861
34 85 380
34 86 2959
34 90 9884
34 92 1946
34 95 3547
34 98 901
35 36 3597
35 39 2970
35 41 6321
35 42 3568
35 46 8575
35 50 2397
35 53 1846
35 56 9843
35 58 6164
35 61 5718
35 64 2859
35 65 2715
35 68 1426
35 72 6657
35 76 9790
35 77 503
35 79 6763
35 83 5251
35 86 9524
35 88 7222
35 90 557
35 92 8173
35 94 1096
35 97 1199
35 100 9409
36 37 142
36 40 1933
36 44 7701
36 46 207
36 47 1021
36 51 4605
36 54 6073
36 57 1334
36 60 789
36 61 6480
36 64 5295
36 68 3968
36 71 5778
36 75 4173
36 79 8662
36 80 6584
36 83 8539
36 87 4350
36 91 917
36 95 6936
36 97 891
36 98 6152
37 38 9247
37 40 4625
37 44 1034
37 48 7090
37 52 832
37 53 6134
37 54 8812
37 56 6276
37 58 6578
37 62 2616
37 63 419
37 65 4048
37 69 7861
37 72 9613
37 76 5215
37 80 2054
37 82 5941
37 85 3541
37 88 474
37 90 3290
37 91 8026
37 95 605
37 97 2421
37 98 651
38 39 2432
38 41 6807
38 43 6571
38 45 525
38 49 4528
38 50 9523
38 53 8593
38 57 6896
38 58 946
38 62 1495
38 66 1053
38 67 9064
38 69 6900
38 70 2255
38 74 2889
38 75 7362
38 79 2511
38 83 4509
38 84 1361
38 86 9852
38 87 1510
38 89 8323
38 91 3642
38 93 975
38 96 5641
38 97 8698
38 98 3593
38 100 8462
39 40 122
39 41 2504
39 43 6313
39 44 4669
39 47 6725
39 48 4244
39 49 6902
39 52 6665
39 56 6161
39 59 1205
39 61 6544
39 64 7080
39 68 4636
39 70 1568
39 74 6231
39 76 1412
39 80 9790
39 83 5701
39 85 6471
39 86 1265
39 89 2237
39 93 7620
39 96 5942
39 100 242
40 41 5611
40 43 4595
40 45 3613
40 48 678
40 52 3792
40 53 9167
40 55 1318
40 57 2713
40 60 7184
40 61 3549
40 64 1473
40 65 3189
40 66 6660
40 70 5539
40 71 1432
40 75 7395
40 77 3566
40 78 1887
40 80 10003
40 84 8117
40 86 7501
40 89 6507
40 91 4201
40 94 2617
40 98 323
40 99 1378
41 42 7317
41 45 1844
41 49 1714
41 51 2916
41 52 5854
41 54 6526
41 57 8639
41 58 9288
41 59 3668
41 63 5127
41 67 1026
41 68 2678
41 70 3544
41 72 9302
41 74 1446
41 77 5649
41 79 5233
41 83 9077
41 86 3917
41 90 6431
41 92 8642
41 93 5528
41 97 4061
41 100 8612
42 43 8558
42 45 5236
42 49 1711
42 50 1149
42 52 9546
42 54 5459
42 57 7469
42 60 2444
42 61 1290
42 65 2339
42 68 6203
42 70 1316
42 74 4418
42 78 4815
42 80 7998
42 83 2545
42 87 7152
42 91 6127
42 93 2032
42 96 6807
42 97 417
42 99 8907
42 100 9712
43 44 6925
43 46 9209
43 50 2548
43 54 4373
43 57 2947
43 59 7046
43 61 3607
43 65 1176
43 68 7939
43 71 271
43 72 9881
43 74 4031
43 77 219
43 80 5292
43 81 8671
43 85 6815
43 89 2345
43 92 4847
43 96 4126
43 99 1446
43 100 4348
44 45 4822
44 47 2579
44 48 4092
44 49 7015
44 51 7273
44 54 9356
44 57 6274
44 59 2090
44 60 5038
44 64 2908
44 68 2695
44 72 6919
44 73 9187
44 77 9451
44 78 4456
44 80 8168
44 81 8091
44 83 7965
44 86 7602
44 90 9236
44 92 4566
44 95 2516
44 98 4504
44 99 8744
45 46 8057
45 49 4085
45 52 5947
45 55 7336
45 56 8387
45 58 8457
45 60 3276
45 64 4811
45 66 3709
45 69 6240
45 71 446
45 75 8875
45 79 406
45 82 2190
45 84 8687
45 85 7143
45 88 5276
45 91 186
45 93 4922
45 94 9046
45 98 6998
46 47 8841
46 48 466
46 51 7979
46 54 2766
46 56 4528
46 59 6033
46 62 4562
46 65 4781
46 69 7688
46 72 4024
46 74 6550
46 77 8748
46 80 3212
46 81 6947
46 83 9668
46 87 6100
46 88 557
46 89 8499
46 92 9783
46 96 9092
46 99 815
46 100 7701
47 48 7903
47 49 8467
47 51 8639
47 54 9463
47 58 4481
47 60 966
47 61 4571
47 65 2642
47 67 8196
47 68 5438
47 72 7997
47 73 9978
47 77 7892
47 78 8430
47 80 6885
47 82 6774
47 85 7654
47 89 3068
47 93 422
47 95 4172
47 98 3432
47 99 1639
48 49 9389
48 53 4931
48 57 9360
48 58 9027
48 62 6997
48 66 7827
48 70 764
48 74 6286
48 75 5077
48 78 8775
48 80 990
48 83 5362
48 87 7064
48 88 9006
48 91 7361
48 95 4836
48 96 4911
48 99 7024
49 50 2827
49 52 4317
49 55 1393
49 59 4698
49 60 4739
49 63 6145
49 67 6733
49 70 5237
49 73 9453
49 75 5474
49 76 2822
49 79 9703
49 82 1462
49 85 9623
49 89 645
49 92 3333
49 95 2684
49 96 9633
49 97 6132
49 99 8925
50 51 8005
50 52 3378
50 53 6327
50 55 8799
50 59 1904
50 63 4988
50 64 5090
50 66 7599
50 69 5568
50 71 9262
50 75 208
50 77 2374
50 80 6583
50 82 6011
50 84 2676
50 87 6276
50 91 6343
50 92 8108
50 94 959
50 97 1141
50 99 3870
51 52 278
51 56 7157
51 57 1850
51 58 4142
51 62 1628
51 63 6397
51 65 9931
51 68 2347
51 70 2033
51 72 7216
51 76 4745
51 79 653
51 80 2568
51 83 6099
51 87 7164
51 91 2527
51 92 5267
51 95 4361
51 96 5099
51 98 7272
52 53 9190
52 57 3420
52 58 2987
52 60 7754
52 63 9832
52 64 6018
52 68 4867
52 70 3768
52 72 972
52 74 185
52 77 6174
52 80 8268
52 84 8734
52 88 7600
52 92 7470
52 95 3250
52 98 1231
52 99 4823
52 100 5127
53 54 5575
53 56 237
53 60 2225
53 63 4602
53 64 1581
53 65 2198
53 66 48
53 69 4464
53 72 8855
53 73 7282
53 75 6072
53 78 4017
53 80 454
53 83 8682
53 87 5803
53 91 4192
53 92 1457
53 96 5660
53 98 2222
53 99 9662
54 55 2174
54 58 1907
54 59 2922
54 61 3227
54 65 2258
54 69 921
54 70 7951
54 71 3990
54 75 6523
54 79 19
54 80 2819
54 82 41
54 86 1329
54 87 4297
54 90 8653
54 92 3692
54 94 8508
54 96 5738
54 97 4659
55 56 5896
55 60 5812
55 61 7937
55 63 1741
55 65 8505
55 69 937
55 72 3280
55 76 9073
55 77 723
55 78 1713
55 81 291
55 82 1668
55 85 7531
55 88 2272
55 92 4296
55 95 2220
55 98 6538
56 57 3347
56 59 8132
56 63 2740
56 67 6043
56 71 1498
56 73 3771
56 75 8982
56 76 7311
56 78 5851
56 79 7399
56 81 4275
56 82 385
56 85 4536
56 89 6169
56 92 7562
56 94 1125
56 95 3520
56 99 2336
57 58 8583
57 60 6274
57 61 4039
57 62 6990
57 63 877
57 67 54
57 71 4593
57 75 6937
57 78 8720
57 79 8105
57 83 4692
57 84 6350
57 86 6023
57 89 3150
57 91 9422
57 92 8492
57 93 202
57 94 777
57 98 1149
57 100 3600
58 59 4758
58 61 5093
58 63 3797
58 64 908
58 65 2042
58 66 2112
58 67 5977
58 68 5326
58 71 8627
58 74 7880
58 75 6651
58 78 8745
58 82 7476
58 83 3784
58 87 9978
58 90 6989
58 93 3728
58 94 6776
58 95 6802
58 99 2733
59 60 3036
59 64 8267
59 68 9644
59 69 7351
59 72 8407
59 74 9011
59 76 4293
59 79 4601
59 83 9967
59 87 379
59 91 8459
59 95 3723
59 97 2140
59 99 8754
59 100 4521
60 61 475
60 65 2669
60 67 9260
60 68 8674
60 70 3275
60 74 4531
60 75 4829
60 78 2731
60 80 578
60 81 505
60 82 1684
60 85 1016
60 87 193
60 90 2244
60 92 4788
60 96 6772
60 98 3364
61 62 343
61 65 8092
61 69 1924
61 71 2436
61 73 6342
61 77 1617
61 81 9385
61 83 8108
61 85 2194
61 89 7896
61 90 7889
61 94 9056
61 98 3374
62 63 9588
62 64 9092
62 67 9572
62 70 8265
62 74 4790
62 78 1721
62 79 2981
62 82 829
62 83 3474
62 84 9483
62 86 2794
62 90 4065
62 92 1225
62 93 5117
62 97 8425
62 99 4110
63 64 8622
63 65 3654
63 67 5327
63 69 4901
63 70 8445
63 71 7329
63 72 7375
63 73 8714
63 74 4710
63 78 8770
63 81 6211
63 83 4532
63 86 1126
63 87 7702
63 89 4478
63 92 6605
63 96 7704
63 98 337
63 100 4867
64 65 9486
64 68 8197
64 71 7428
64 75 7663
64 76 2760
64 80 7028
64 81 2567
64 83 7054
64 85 661
64 88 3086
64 90 421
64 94 2865
64 95 3355
64 99 3623
65 66 9937
65 67 8915
65 70 4492
65 73 8929
65 76 5374
65 79 751
65 80 1655
65 82 2353
65 83 1003
65 85 4010
65 88 3925
65 92 6365
65 93 7351
65 94 4061
65 95 6136
65 98 735
66 67 2512
66 68 8186
66 71 5803
66 73 5261
66 74 45
66 77 5649
66 80 128
66 82 8611
66 84 99
66 88 9133
66 91 2407
66 92 1059
66 93 1065
66 97 3153
67 68 9142
67 71 9611
67 72 9875
67 73 1347
67 75 1250
67 78 3194
67 80 5309
67 82 9332
67 86 9535
67 88 6554
67 90 6902
67 92 9996
67 96 7522
67 99 1757
68 69 8866
68 70 8477
68 73 5136
68 76 2352
68 78 2223
68 80 7027
68 81 2997
68 85 1106
68 86 1754
68 88 3729
68 92 1071
68 94 3613
68 98 8659
68 99 9972
69 70 7355
69 74 7457
69 78 2976
69 79 6918
69 82 6711
69 83 9461
69 85 2011
69 88 5098
69 91 9399
69 94 9651
69 98 5684
70 71 5131
70 74 6352
70 78 7418
70 80 8692
70 81 3881
70 83 1808
70 84 4957
70 88 9961
70 90 9234
70 94 187
70 96 8297
70 97 7873
70 99 3543
71 72 5936
71 73 4762
71 77 2912
71 81 4714
71 84 8623
71 87 6965
71 89 5860
71 90 6051
71 93 1226
71 96 5142
71 98 1925
72 73 549
72 76 5761
72 77 647
72 78 2226
72 79 3595
72 81 3721
72 85 6121
72 89 4588
72 91 8587
72 93 5656
72 96 3216
72 99 5439
73 74 5522
73 78 2965
73 81 542
73 82 1378
73 84 3339
73 87 9923
73 88 3463
73 92 4513
73 94 6649
73 95 1753
73 96 1205
73 100 2646
74 75 5890
74 77 8033
74 78 6156
74 81 1062
74 82 2827
74 84 8680
74 88 5254
74 89 4445
74 93 9887
74 96 8916
74 98 2855
75 76 6747
75 79 8001
75 82 1316
75 83 1179
75 84 1687
75 88 2250
75 91 8864
75 93 5881
75 94 6422
75 97 6643
75 98 2062
76 77 7850
76 80 6828
76 84 3565
76 87 129
76 90 5511
76 93 2262
76 96 8066
76 97 5407
77 78 7525
77 79 9003
77 82 3151
77 84 872
77 87 6834
77 88 430
77 92 8734
77 95 1712
77 98 1689
78 79 3362
78 81 621
78 84 8012
78 87 6705
78 88 5981
78 90 189
78 93 6705
78 95 4819
78 98 180
78 99 2616
79 80 6044
79 82 4683
79 83 9265
79 87 5303
79 91 2690
79 95 5854
79 99 4937
80 81 2234
80 85 8945
80 87 9561
80 89 6400
80 90 9004
80 94 154
80 97 1503
80 98 4483
80 100 7723
81 82 9907
81 84 3338
81 88 8513
81 89 135
81 92 4676
81 93 6298
81 97 8803
81 100 2547
82 83 3808
82 86 9012
82 89 8196
82 93 3299
82 94 4530
82 95 5022
82 99 5258
83 84 2230
83 85 4193
83 88 676
83 90 3251
83 92 6600
83 94 9490
83 95 7525
83 99 7767
84 85 2379
84 87 4870
84 89 1769
84 90 2097
84 93 7754
84 95 2559
84 98 8330
85 86 8210
85 89 5672
85 92 5169
85 95 1448
85 99 9849
86 87 2685
86 89 3635
86 91 3970
86 92 2973
86 96 2962
86 98 6781
86 100 7247
87 88 2488
87 92 8195
87 94 4114
87 98 9202
88 89 6126
88 90 1065
88 93 7560
88 97 6054
89 90 6898
89 92 3085
89 96 5287
89 98 8272
90 91 2445
90 93 2441
90 95 2303
90 98 4443
91 92 7378
91 93 2528
91 96 1853
91 97 153
91 99 2942
92 93 9260
92 94 3717
92 95 600
92 98 391
93 94 3838
93 95 9782
93 97 6628
93 99 3331
94 95 7791
94 96 1446
94 97 3115
94 100 1210
95 96 6653
95 98 3711
95 99 1027
96 97 4362
96 100 6196
97 98 1939
98 99 1385
98 100 3171
99 100 698
